author,book_link,cover_link,title,price,website_source,scrape_date,website_name,book_id
Andrew Ward,https://www.simonandschuster.com/books/Cannabis-Jobs/Andrew-Ward/9781510749511,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510749511/cannabis-jobs-9781510749511.jpg,Cannabis Jobs,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,30069300
Sara Bliss,https://www.simonandschuster.com/books/Take-the-Leap/Sara-Bliss/9781501183195,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501183195/take-the-leap-9781501183195.jpg,Take the Leap,$17.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,31855585
Michael Dorf,https://www.simonandschuster.com/books/Indulge-Your-Senses/Michael-Dorf/9781642932676,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642932676/indulge-your-senses-9781642932676.jpg,Indulge Your Senses,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,20781384
"Scott Jeffrey Miller, Todd Davis, and Victoria Roos Olsson",https://www.simonandschuster.com/books/Everyone-Deserves-a-Great-Manager/Scott-Jeffrey-Miller/9781982112073,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982112073/everyone-deserves-a-great-manager-9781982112073.jpg,Everyone Deserves a Great Manager,$28.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,81961415
A. Eugene Kohn,https://www.simonandschuster.com/books/The-World-by-Design/A-Eugene-Kohn/9781948122498,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781948122498/the-world-by-design-9781948122498.jpg,The World by Design,$34.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,62226783
Kevin Baker,https://www.simonandschuster.com/books/The-Fall-of-a-Great-American-City/Kevin-Baker/9781947951150,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781947951150/the-fall-of-a-great-american-city-9781947951150.jpg,The Fall of a Great American City,$11.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,57240078
Neil A. Cohen,https://www.simonandschuster.com/books/Business-Is-Dead/Neil-A-Cohen/9781682618868,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781682618868/business-is-dead-9781682618868.jpg,Business Is Dead,$15.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,10096380
Leonard D. DuBoff and Amanda Bryan,https://www.simonandschuster.com/books/The-Law-(in-Plain-English)-for-Nonprofit-Organizations/Leonard-D-DuBoff/9781621536864,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781621536864/the-law-in-plain-english-for-nonprofit-organizations-9781621536864.jpg,The Law (in Plain English) for Nonprofit Organizations,$24.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,15657829
Joel Gibson,https://www.simonandschuster.com/books/KILL-BILLS!/Joel-Gibson/9781760853518,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781760853518/kill-bills-9781760853518.jpg,KILL BILLS!,$7.08,https://www.simonandschuster.com/,2021-01-15,simonandschuster,11115394
Doris Kearns Goodwin,https://www.simonandschuster.com/books/Leadership/Doris-Kearns-Goodwin/9781476795935,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781476795935/leadership-9781476795935.jpg,Leadership,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,86687719
Mona Bijoor,https://www.simonandschuster.com/books/Startups-and-Downs/Mona-Bijoor/9781950906093,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781950906093/startups-and-downs-9781950906093.jpg,Startups and Downs,$9.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,17131362
Jim DeMint and Rachel Bovard,https://www.simonandschuster.com/books/Conservative/Jim-DeMint/9781642932232,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642932232/conservative-9781642932232.jpg,Conservative,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,81566738
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Vincent-van-Gogh-Flowering-Almond-Branch-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787555662,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787555662/vincent-van-gogh-flowering-almond-branch-foiled-journal-9781787555662.jpg,Vincent van Gogh: Flowering Almond Branch (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,4011834
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Jean-Honore-Fragonard-Young-Girl-Reading-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787555686,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787555686/jean-honore-fragonard-young-girl-reading-foiled-journal-9781787555686.jpg,Jean-Honoré Fragonard: Young Girl Reading (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,81019406
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Kerem-Beyit-Fierce-Dragon-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787555679,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787555679/kerem-beyit-fierce-dragon-foiled-journal-9781787555679.jpg,Kerem Beyit: Fierce Dragon (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,5698573
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Tilly-Willis-By-the-Beach-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787555655,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787555655/tilly-willis-by-the-beach-foiled-journal-9781787555655.jpg,Tilly Willis: By the Beach (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,51467649
Stephen A. Schwarzman,https://www.simonandschuster.com/books/What-It-Takes/Stephen-A-Schwarzman/9781501158148,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501158148/what-it-takes-9781501158148.jpg,What It Takes,$30.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,24240475
Wendy Connick,https://www.simonandschuster.com/books/Sales-101/Wendy-Connick/Adams-101/9781507211038,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781507211038/sales-101-9781507211038.jpg,Sales 101,$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,50116879
Editors of Ulysses Press,https://www.simonandschuster.com/books/The-One-Per-Page-Notary-Public-Logbook/Editors-of-Ulysses-Press/9781612439365,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781612439365/the-one-per-page-notary-public-logbook-9781612439365.jpg,The One-Per-Page Notary Public Logbook,$10.95,https://www.simonandschuster.com/,2021-01-15,simonandschuster,67574335
Brian Grazer,https://www.simonandschuster.com/books/Face-to-Face/Brian-Grazer/9781501147722,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501147722/face-to-face-9781501147722.jpg,Face to Face,$25.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,86715923
Jackson D. Tilley,https://www.simonandschuster.com/books/Billion-Dollar-Dimebag/Jackson-D-Tilley/9781642932690,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642932690/billion-dollar-dimebag-9781642932690.jpg,Billion Dollar Dimebag,$26.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,33360715
Eleanor Randolph,https://www.simonandschuster.com/books/The-Many-Lives-of-Michael-Bloomberg/Eleanor-Randolph/9781476772202,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781476772202/the-many-lives-of-michael-bloomberg-9781476772202.jpg,The Many Lives of Michael Bloomberg,$30.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,44135842
Robert W. Bly,https://www.simonandschuster.com/books/The-Big-Book-of-Words-That-Sell/Robert-W-Bly/9781510741751,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510741751/the-big-book-of-words-that-sell-9781510741751.jpg,The Big Book of Words That Sell,$19.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,8557070
Ellen R Wald,https://www.simonandschuster.com/books/Saudi-Inc/Ellen-R-Wald/9781643132259,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781643132259/saudi-inc-9781643132259.jpg,"Saudi, Inc.",$17.95,https://www.simonandschuster.com/,2021-01-15,simonandschuster,138058
Manhattan Prep,https://www.simonandschuster.com/books/All-the-GMAT/Manhattan-Prep/Manhattan-Prep-GMAT-Strategy-Guides/9781506219707,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781506219707/all-the-gmat-9781506219707.jpg,All the GMAT,$239.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,29727876
Holly Brubach,https://www.simonandschuster.com/books/Becoming-a-Curator/Holly-Brubach/Masters-at-Work/9781982126841,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982126841/becoming-a-curator-9781982126841.jpg,Becoming a Curator,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,97148518
Joseph Semprevivo and Larry Semprevivo,https://www.simonandschuster.com/books/Madness-Miracles-Millions/Joseph-Semprevivo/9781642932980,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642932980/madness-miracles-millions-9781642932980.jpg,"Madness, Miracles, Millions",$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,23245043
Glynnis MacNicol,https://www.simonandschuster.com/books/Becoming-a-Baker/Glynnis-MacNicol/Masters-at-Work/9781982120276,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982120276/becoming-a-baker-9781982120276.jpg,Becoming a Baker,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,3265512
Thomas Maier,https://www.simonandschuster.com/books/All-That-Glitters/Thomas-Maier/9781510744905,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510744905/all-that-glitters-9781510744905.jpg,All That Glitters,$25.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,3290009
Chris Macke,https://www.simonandschuster.com/books/Solutionomics/Chris-Macke/9781642930962,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642930962/solutionomics-9781642930962.jpg,Solutionomics,$26.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,82411375
Morten T. Hansen,https://www.simonandschuster.com/books/Great-at-Work/Morten-T-Hansen/9781476765822,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781476765822/great-at-work-9781476765822.jpg,Great at Work,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,46741868
Efrem Harkham and Mark Bego,https://www.simonandschuster.com/books/Living-the-Luxe-Life/Efrem-Harkham/9781510740860,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781510740860/living-the-luxe-life-9781510740860.jpg,Living the Luxe Life,$24.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,41690279
Tom Chiarella,https://www.simonandschuster.com/books/Becoming-a-Life-Coach/Tom-Chiarella/Masters-at-Work/9781501197680,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501197680/becoming-a-life-coach-9781501197680.jpg,Becoming a Life Coach,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,67668923
Janelle Zara,https://www.simonandschuster.com/books/Becoming-an-Architect/Janelle-Zara/Masters-at-Work/9781982120542,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982120542/becoming-an-architect-9781982120542.jpg,Becoming an Architect,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,55833335
Rosie Schaap,https://www.simonandschuster.com/books/Becoming-a-Sommelier/Rosie-Schaap/Masters-at-Work/9781982120412,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982120412/becoming-a-sommelier-9781982120412.jpg,Becoming a Sommelier,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,22493124
Lindsay Peoples Wagner,https://www.simonandschuster.com/books/Becoming-a-Fashion-Designer/Lindsay-Peoples-Wagner/Masters-at-Work/9781982121136,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982121136/becoming-a-fashion-designer-9781982121136.jpg,Becoming a Fashion Designer,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,97642950
Ivan Seidenberg,https://www.simonandschuster.com/books/Verizon-Untethered/Ivan-Seidenberg/9781642932669,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642932669/verizon-untethered-9781642932669.jpg,Verizon Untethered,$17.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,7173169
"Scott A. Chapman, CFA",https://www.simonandschuster.com/books/Empower-Your-Investing/Scott-A-Chapman-CFA/9781642932386,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642932386/empower-your-investing-9781642932386.jpg,Empower Your Investing,$30.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,3729645
John La Forgia,https://www.simonandschuster.com/books/Brand-Aid/John-La-Forgia/9781642932478,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642932478/brand-aid-9781642932478.jpg,Brand Aid,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,87213250
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Nel-Whatmore-Beautiful-Reflections-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787555624,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787555624/nel-whatmore-beautiful-reflections-foiled-journal-9781787555624.jpg,Nel Whatmore: Beautiful Reflections (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,77566611
(Part of Artisan Notebooks),https://www.simonandschuster.com/books/Lilac-Artisan-Notebook-(Flame-Tree-Journals)/Flame-Tree-Studio/Artisan-Notebooks/9781787556010,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787556010/lilac-artisan-notebook-flame-tree-journals-9781787556010.jpg,Lilac Artisan Notebook (Flame Tree Journals),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,94446145
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Frida-Kahlo-Yellow-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787555617,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787555617/frida-kahlo-yellow-foiled-journal-9781787555617.jpg,Frida Kahlo Yellow (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,82281262
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/Vittorio-Zecchin-Princesses-in-the-Garden-from-A-Thousand-and-One-Nights-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787555471,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787555471/vittorio-zecchin-princesses-in-the-garden-from-a-thousand-and-one-nights-foiled-journal-9781787555471.jpg,Vittorio Zecchin: Princesses in the Garden from A Thousand and One Nights (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,363254
(Part of Flame Tree Notebooks),https://www.simonandschuster.com/books/R-Crumb-Fritz-the-Cat-(Foiled-Journal)/Flame-Tree-Studio/Flame-Tree-Notebooks/9781787555648,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781787555648/r-crumb-fritz-the-cat-foiled-journal-9781787555648.jpg,R. Crumb: Fritz the Cat (Foiled Journal),$15.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,5986173
Krishnaji and Preethaji,https://www.simonandschuster.com/books/The-Four-Sacred-Secrets/Krishnaji/9781508297239,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781508297239/the-four-sacred-secrets-9781508297239.jpg,The Four Sacred Secrets,$17.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,10394883
Michael E. Tennenbaum,https://www.simonandschuster.com/books/Risk/Michael-E-Tennenbaum/9781948122436,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781948122436/risk-9781948122436.jpg,Risk,$34.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,76009062
Ed Butowsky,https://www.simonandschuster.com/books/Wealth-Mismanagement/Ed-Butowsky/9781642932348,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642932348/wealth-mismanagement-9781642932348.jpg,Wealth Mismanagement,$27.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,89164623
John Hargrave,https://www.simonandschuster.com/books/Blockchain-for-Everyone/John-Hargrave/9781982113544,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781982113544/blockchain-for-everyone-9781982113544.jpg,Blockchain for Everyone,$26.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,13675231
Preethaji and Krishnaji,https://www.simonandschuster.com/books/The-Four-Sacred-Secrets/Preethaji/9781501173776,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781501173776/the-four-sacred-secrets-9781501173776.jpg,The Four Sacred Secrets,$26.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,10394883
Paul H. Rubin,https://www.simonandschuster.com/books/The-Capitalism-Paradox/Paul-H-Rubin/9781642931396,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642931396/the-capitalism-paradox-9781642931396.jpg,The Capitalism Paradox,$16.99,https://www.simonandschuster.com/,2021-01-15,simonandschuster,46757480
Dean Karrel,https://www.simonandschuster.com/books/Mastering-the-Basics/Dean-Karrel/9781642932096,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781642932096/mastering-the-basics-9781642932096.jpg,Mastering the Basics,$18.00,https://www.simonandschuster.com/,2021-01-15,simonandschuster,34120103
